TransactionAmount,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,AccountStatus,TransactionType,Channel,CustomerOccupation
374.61,Atlanta,75.0,37.0,1.0,1389.71,Normal,Credit,Online,Retired
339.35,Atlanta,78.0,70.0,1.0,5002.7,Normal,Credit,ATM,Retired
810.3600000000001,Columbus,20.0,67.0,1.0,9239.12,Normal,Debit,ATM,Student
9.829999999999984,Houston,24.0,86.0,1.0,666.4200000000001,Normal,Debit,ATM,Student
135.57,Atlanta,51.0,116.0,1.0,11351.64,Normal,Credit,Branch,Doctor
340.05,Houston,43.0,37.0,1.0,7234.15,Normal,Debit,ATM,Engineer
283.45,Jacksonville,27.0,127.0,1.0,2049.51,Normal,Debit,Branch,Engineer
100.99000000000001,New York,68.0,114.0,1.0,8865.27,Normal,Debit,ATM,Doctor
90.88,Albuquerque,18.0,176.0,1.0,3908.47,Normal,Debit,Branch,Student
655.15,Atlanta,26.0,264.0,1.0,5587.44,Normal,Debit,ATM,Engineer
320.55,Milwaukee,50.0,118.0,1.0,438.75,Normal,Debit,Online,Engineer
41.50999999999999,Milwaukee,28.0,47.999999999999986,1.0,609.6000000000004,Normal,Debit,Online,Student
71.52999999999997,Jacksonville,68.0,39.0,1.0,2393.73,Normal,Credit,Branch,Retired
467.13,Atlanta,54.0,45.0,1.0,3914.84,Normal,Credit,Branch,Retired
235.4,Houston,28.0,70.0,1.0,818.3599999999997,Normal,Debit,Branch,Student
159.32,Atlanta,18.0,100.0,1.0,304.4399999999996,Normal,Debit,Branch,Student
50.829999999999984,Tucson,30.0,47.999999999999986,1.0,9553.42,Normal,Credit,Online,Doctor
56.889999999999986,Houston,59.0,56.0,1.0,3034.67,Normal,Credit,Branch,Engineer
20.21999999999997,Jacksonville,43.0,138.0,1.0,5515.32,Normal,Debit,ATM,Engineer
50.400000000000006,Austin,36.0,84.0,1.0,1677.0100000000002,Normal,Debit,Branch,Doctor
73.88,Los Angeles,53.0,131.0,1.0,4055.55,Normal,Debit,Branch,Retired
119.60999999999999,Austin,33.0,53.0,1.0,9899.94,Normal,Debit,ATM,Doctor
1241.05,Miami,18.0,129.0,1.0,756.7399999999998,Normal,Debit,Branch,Student
116.57999999999998,Austin,43.0,247.0,1.0,2620.74,Normal,Debit,Branch,Engineer
1919.11,Portland,30.0,161.0,1.0,11090.24,Fraud,Debit,ATM,Doctor
391.96,Milwaukee,64.0,79.0,1.0,2174.16,Normal,Debit,ATM,Retired
156.26,Milwaukee,46.0,160.0,1.0,7854.1,Normal,Credit,Branch,Engineer
427.0,Charlotte,49.0,163.0,1.0,8253.65,Normal,Credit,Branch,Engineer
443.68,Tucson,18.0,137.0,1.0,874.1499999999996,Normal,Debit,ATM,Student
101.75999999999999,Tucson,31.0,26.0,1.0,6043.25,Normal,Debit,Branch,Doctor
67.57,Charlotte,37.0,107.0,1.0,2766.12,Normal,Debit,Branch,Engineer
326.29,Denver,56.0,179.0,1.0,8171.26,Normal,Debit,Online,Engineer
158.56,Sacramento,33.0,100.0,1.0,5401.21,Normal,Debit,ATM,Doctor
56.02000000000004,Houston,27.0,142.0,1.0,3548.02,Normal,Debit,Online,Student
288.28,Portland,27.0,36.0,1.0,160.82999999999993,Normal,Debit,Online,Student
245.67,Portland,24.0,107.0,1.0,752.25,Normal,Credit,Branch,Student
152.18,Los Angeles,39.0,176.0,4.0,2459.84,Suspicious,Credit,Online,Engineer
114.35,El Paso,41.0,20.999999999999986,1.0,469.1199999999999,Normal,Credit,Branch,Engineer
373.27,Miami,61.0,79.0,1.0,8441.61,Normal,Credit,Online,Doctor
504.63,Portland,60.0,168.0,1.0,3806.16,Normal,Debit,Online,Engineer
126.22,Atlanta,46.0,77.0,4.0,6133.41,Suspicious,Debit,ATM,Engineer
820.1500000000001,Atlanta,47.0,181.0,1.0,8802.97,Normal,Debit,Branch,Doctor
986.81,Houston,68.0,127.0,1.0,14881.77,Normal,Credit,Online,Doctor
8.370000000000005,Jacksonville,63.0,135.0,1.0,1106.3400000000001,Normal,Debit,ATM,Retired
197.49,Jacksonville,53.0,30.0,1.0,5005.33,Normal,Credit,Online,Retired
637.97,New York,58.0,90.0,1.0,7949.03,Normal,Debit,Branch,Retired
13.519999999999982,Atlanta,26.0,65.0,1.0,259.77000000000044,Normal,Debit,ATM,Student
432.1,San Francisco,49.0,240.0,1.0,2114.3,Normal,Debit,ATM,Engineer
375.17,Fort Worth,51.0,66.0,2.0,5495.3,Normal,Debit,ATM,Engineer
642.68,Jacksonville,50.0,94.0,1.0,8461.46,Normal,Debit,Branch,Doctor
78.44,Austin,52.0,292.0,1.0,6870.84,Normal,Credit,Online,Retired
139.72,Houston,49.0,201.0,1.0,5058.83,Normal,Debit,Branch,Engineer
499.99,Austin,31.0,296.0,1.0,8885.0,Normal,Debit,Branch,Engineer
10.069999999999993,Albuquerque,24.0,49.0,1.0,530.8099999999995,Normal,Debit,Online,Student
120.62,Austin,23.0,85.0,1.0,9379.53,Normal,Debit,ATM,Student
578.49,Milwaukee,59.0,180.0,1.0,6475.13,Normal,Debit,Branch,Retired
119.30000000000001,Atlanta,34.0,22.0,5.0,319.03999999999996,Suspicious,Debit,Branch,Engineer
280.92,Milwaukee,41.0,168.0,1.0,5298.85,Normal,Debit,Online,Doctor
42.420000000000016,Sacramento,21.0,102.0,1.0,490.5699999999997,Normal,Debit,Online,Student
77.03,Jacksonville,67.0,259.0,1.0,11310.27,Normal,Debit,ATM,Doctor
22.589999999999975,Atlanta,62.0,45.0,1.0,3988.75,Normal,Debit,ATM,Retired
568.76,Louisville,51.0,155.0,1.0,7484.32,Normal,Debit,ATM,Retired
25.939999999999998,Austin,58.0,211.0,5.0,4815.11,Suspicious,Credit,Online,Retired
105.94,Charlotte,51.0,207.0,1.0,5963.1,Normal,Debit,Branch,Engineer
733.29,Milwaukee,52.0,94.0,5.0,10427.0,Fraud,Debit,ATM,Doctor
350.15,Jacksonville,21.0,195.0,1.0,296.47000000000025,Normal,Credit,ATM,Student
1151.18,Atlanta,65.0,105.0,1.0,1100.0599999999995,Normal,Debit,ATM,Doctor
183.67,Austin,19.0,238.0,1.0,910.2600000000002,Normal,Debit,Online,Student
278.27,Tucson,29.0,123.0,1.0,6684.34,Normal,Debit,Branch,Doctor
470.3,Austin,40.0,88.0,1.0,8524.09,Normal,Debit,ATM,Doctor
261.69,Tucson,53.0,84.0,1.0,5126.65,Normal,Debit,ATM,Retired
365.04,Milwaukee,22.0,94.0,1.0,873.8900000000003,Normal,Debit,Branch,Student
211.1,Miami,57.0,136.0,1.0,7059.77,Normal,Debit,Branch,Retired
21.49000000000001,Denver,58.0,240.0,1.0,11991.24,Normal,Debit,ATM,Doctor
63.579999999999984,Columbus,18.0,199.0,1.0,8086.04,Normal,Debit,ATM,Student
321.86,Austin,63.0,167.0,1.0,12626.49,Normal,Debit,ATM,Doctor
12.110000000000014,Jacksonville,75.0,127.0,1.0,1730.2799999999997,Normal,Debit,Branch,Retired
642.54,Milwaukee,44.0,28.0,1.0,3143.17,Normal,Debit,Branch,Engineer
210.45,Milwaukee,27.0,146.0,1.0,1242.4899999999998,Normal,Debit,ATM,Student
313.65,Jacksonville,55.0,173.0,1.0,1886.3599999999997,Normal,Credit,Branch,Retired
99.75999999999999,Sacramento,26.0,131.0,1.0,416.8900000000003,Normal,Debit,Branch,Student
115.32,Denver,53.0,113.0,1.0,5929.08,Normal,Debit,Branch,Retired
33.610000000000014,Milwaukee,23.0,72.0,1.0,479.0799999999999,Normal,Debit,Online,Student
498.59,Charlotte,33.0,32.0,1.0,5862.99,Normal,Credit,Online,Doctor
98.81,San Francisco,27.0,91.0,1.0,797.1000000000004,Normal,Debit,Branch,Student
1.8700000000000045,Washington,65.0,147.0,1.0,7287.94,Normal,Debit,ATM,Retired
78.92000000000002,Jacksonville,59.0,95.0,1.0,5624.86,Normal,Credit,Online,Engineer
194.29,Atlanta,39.0,10.0,1.0,2988.41,Normal,Credit,Branch,Engineer
28.730000000000018,Atlanta,53.0,185.0,1.0,2712.96,Normal,Debit,ATM,Engineer
105.53,Jacksonville,24.0,88.0,1.0,1433.6599999999999,Normal,Debit,Online,Student
737.34,Miami,30.0,34.0,1.0,7336.56,Normal,Debit,Online,Doctor
237.86,Tucson,18.0,210.0,1.0,475.6300000000001,Normal,Debit,ATM,Student
409.61,Atlanta,65.0,89.0,1.0,11698.15,Normal,Debit,Branch,Doctor
75.53,Jacksonville,21.0,157.0,1.0,1034.35,Normal,Credit,Online,Student
72.75,Milwaukee,64.0,15.0,1.0,12042.79,Normal,Debit,ATM,Doctor
39.110000000000014,Columbus,26.0,143.0,1.0,518.54,Normal,Debit,Online,Student
1309.79,San Francisco,23.0,139.0,1.0,1258.9300000000003,Normal,Debit,ATM,Student
729.38,Los Angeles,68.0,90.0,1.0,9127.65,Normal,Debit,ATM,Doctor
137.49,Fort Worth,34.0,50.0,1.0,4471.05,Normal,Debit,ATM,Engineer
504.71,Houston,29.0,61.0,1.0,6214.54,Normal,Debit,Online,Engineer
371.47,Milwaukee,24.0,58.0,1.0,1187.04,Normal,Credit,Branch,Student
430.35,Charlotte,36.0,205.0,1.0,354.89999999999964,Normal,Debit,Online,Doctor
230.32,Milwaukee,35.0,56.0,1.0,791.46,Normal,Debit,Branch,Engineer
121.70999999999998,Jacksonville,52.0,140.0,1.0,5878.89,Normal,Debit,ATM,Retired
98.87,Houston,20.0,179.0,1.0,533.1999999999998,Normal,Debit,Online,Student
117.55000000000001,Jacksonville,24.0,35.0,1.0,897.9400000000005,Normal,Debit,ATM,Student
244.64,Tucson,30.0,103.0,1.0,9159.56,Normal,Debit,Branch,Doctor
321.93,Milwaukee,45.0,12.0,1.0,4392.73,Normal,Debit,ATM,Engineer
1092.73,Columbus,58.0,11.0,1.0,1390.98,Normal,Debit,Branch,Retired
283.23,El Paso,40.0,98.0,1.0,2008.77,Normal,Debit,Online,Engineer
346.65,Washington,30.0,60.0,1.0,6356.96,Normal,Debit,Online,Engineer
381.62,Milwaukee,64.0,164.0,1.0,6009.12,Normal,Debit,Online,Retired
388.65,Charlotte,76.0,43.0,1.0,7896.85,Normal,Debit,ATM,Retired
29.21999999999997,Austin,24.0,151.0,1.0,1649.4300000000003,Normal,Debit,ATM,Student
46.75,Jacksonville,67.0,150.0,1.0,2840.43,Normal,Debit,Branch,Retired
348.64,Austin,57.0,128.0,1.0,3274.96,Normal,Debit,Online,Retired
319.17,Tucson,73.0,81.0,1.0,6501.56,Normal,Debit,Online,Retired
73.94999999999999,Atlanta,26.0,76.0,1.0,363.9200000000001,Normal,Debit,ATM,Student
389.63,Atlanta,27.0,99.0,1.0,9748.48,Normal,Debit,Online,Engineer
217.61,Jacksonville,19.0,45.0,1.0,1404.5299999999997,Normal,Debit,ATM,Student
199.84,Dallas,21.0,150.0,1.0,706.4400000000005,Normal,Debit,ATM,Student
56.349999999999994,Charlotte,44.0,75.0,1.0,5095.73,Normal,Debit,ATM,Doctor
248.95,San Francisco,65.0,29.0,1.0,3059.79,Normal,Credit,Branch,Retired
142.58,Austin,33.0,145.0,1.0,7844.23,Normal,Debit,ATM,Engineer
1020.73,Fort Worth,28.0,87.0,1.0,1119.6099999999992,Normal,Debit,ATM,Student
84.34,Houston,58.0,248.0,3.0,5313.97,Normal,Debit,Online,Retired
1607.55,Milwaukee,31.0,156.0,1.0,6227.99,Normal,Debit,ATM,Engineer
333.78,Austin,60.0,98.0,1.0,6810.94,Normal,Debit,ATM,Retired
332.59,Austin,55.0,143.0,1.0,1457.0699999999997,Normal,Debit,Online,Retired
236.81,Charlotte,22.0,15.0,1.0,813.6800000000003,Normal,Debit,Branch,Student
417.8,Tucson,27.0,130.0,1.0,1518.8199999999997,Normal,Credit,Branch,Student
319.27,Austin,50.0,150.0,1.0,10269.78,Normal,Debit,ATM,Doctor
384.1,Houston,42.0,172.0,1.0,672.79,Normal,Debit,Branch,Engineer
820.6200000000001,Jacksonville,61.0,158.0,1.0,6024.8,Normal,Credit,Branch,Doctor
474.77,New York,56.0,50.0,1.0,2158.59,Normal,Credit,Online,Engineer
542.72,New York,43.0,92.0,1.0,6011.8,Normal,Credit,Branch,Doctor
79.80000000000001,Fort Worth,73.0,76.0,1.0,6372.58,Normal,Debit,ATM,Retired
46.24000000000001,Austin,57.0,52.0,1.0,2569.56,Normal,Debit,Branch,Engineer
327.8,San Francisco,61.0,54.0,1.0,10585.48,Normal,Debit,ATM,Doctor
445.79,Milwaukee,52.0,161.0,1.0,717.9899999999998,Normal,Debit,ATM,Doctor
55.889999999999986,Jacksonville,72.0,150.0,1.0,3689.65,Normal,Debit,Online,Retired
158.41,Sacramento,28.0,16.0,1.0,1512.1599999999999,Normal,Debit,Branch,Student
101.19,Denver,64.0,75.0,1.0,14389.45,Normal,Credit,Online,Doctor
827.1400000000001,El Paso,36.0,265.0,4.0,9800.21,Fraud,Debit,Branch,Engineer
61.97,Milwaukee,74.0,95.0,1.0,7014.69,Normal,Debit,ATM,Retired
27.20999999999998,Austin,79.0,102.0,1.0,3520.61,Normal,Debit,ATM,Retired
173.74,Houston,80.0,64.0,1.0,4913.42,Normal,Debit,Online,Retired
176.11,Austin,38.0,105.0,1.0,9155.35,Normal,Debit,Branch,Engineer
88.4,Fort Worth,46.0,174.0,1.0,2567.53,Normal,Debit,Online,Engineer
567.92,Columbus,53.0,14.0,1.0,3779.47,Normal,Debit,Online,Retired
138.11,Milwaukee,68.0,104.0,1.0,4177.65,Normal,Credit,Online,Retired
456.93,Milwaukee,28.0,193.0,1.0,7284.76,Normal,Credit,Branch,Engineer
101.42000000000002,Atlanta,66.0,146.0,1.0,6530.59,Normal,Debit,Online,Retired
300.61,El Paso,44.0,51.0,1.0,7895.54,Normal,Debit,Online,Doctor
265.94,Atlanta,54.0,132.0,1.0,6781.3,Normal,Debit,Online,Engineer
345.54,Austin,29.0,50.0,1.0,2091.78,Normal,Debit,Online,Engineer
411.52,Los Angeles,41.0,88.0,1.0,11108.39,Normal,Debit,ATM,Doctor
111.20999999999998,Portland,35.0,111.0,1.0,9088.36,Normal,Debit,Branch,Doctor
316.37,Jacksonville,53.0,86.0,1.0,4671.69,Normal,Debit,ATM,Engineer
260.63,Fort Worth,37.0,142.0,1.0,7534.73,Normal,Debit,Branch,Engineer
92.36000000000001,Dallas,29.0,144.0,1.0,6353.14,Normal,Debit,ATM,Engineer
262.06,Charlotte,63.0,118.0,1.0,13587.52,Normal,Debit,Branch,Doctor
64.5,Denver,74.0,230.0,1.0,1351.2399999999998,Normal,Debit,ATM,Retired
253.55,Jacksonville,28.0,85.0,5.0,2797.26,Suspicious,Debit,ATM,Engineer
408.28,Milwaukee,21.0,125.0,3.0,1222.77,Normal,Credit,Branch,Student
175.94,New York,57.0,89.0,1.0,3728.04,Normal,Debit,ATM,Retired
199.47,Houston,57.0,142.0,1.0,6067.44,Normal,Debit,Online,Doctor
51.06999999999999,Dallas,63.0,133.0,1.0,4292.16,Normal,Debit,Branch,Retired
435.86,Jacksonville,56.0,134.0,1.0,3801.82,Normal,Debit,ATM,Retired
74.73000000000002,Jacksonville,64.0,162.0,1.0,6353.22,Normal,Credit,Branch,Retired
182.79,Louisville,23.0,14.0,1.0,1251.85,Normal,Credit,Online,Student
628.36,Austin,44.0,108.0,1.0,11869.71,Normal,Debit,Online,Doctor
268.39,Austin,29.0,177.0,1.0,9409.43,Normal,Debit,Online,Doctor
362.27,Jacksonville,80.0,47.0,1.0,6003.59,Normal,Debit,ATM,Retired
560.15,Houston,50.0,92.0,1.0,817.8299999999999,Normal,Credit,Online,Engineer
351.99,Jacksonville,80.0,45.0,2.0,3663.64,Normal,Debit,ATM,Retired
132.36,Jacksonville,28.0,160.0,1.0,319.64999999999964,Normal,Debit,Branch,Student
24.769999999999982,Milwaukee,40.0,17.0,1.0,478.22999999999956,Normal,Credit,Online,Engineer
668.67,Houston,44.0,143.0,4.0,13446.81,Fraud,Debit,Online,Doctor
80.24000000000001,New York,53.0,58.0,1.0,8012.81,Normal,Credit,Branch,Doctor
8.649999999999977,Atlanta,68.0,198.0,1.0,4201.22,Normal,Debit,ATM,Retired
178.91,Omaha,18.0,19.0,1.0,8870.89,Normal,Debit,ATM,Student
115.22,San Francisco,27.0,108.0,1.0,906.1999999999998,Normal,Debit,Branch,Engineer
161.63,Austin,46.0,276.0,1.0,9286.37,Normal,Debit,Online,Doctor
542.75,Milwaukee,70.0,63.0,1.0,2224.08,Normal,Credit,Branch,Retired
317.47,Sacramento,67.0,16.0,1.0,14639.28,Normal,Credit,Online,Doctor
280.99,Houston,45.0,29.0,1.0,9733.59,Normal,Debit,Branch,Engineer
24.189999999999998,Austin,29.0,28.0,1.0,2756.2,Normal,Debit,ATM,Engineer
586.85,Atlanta,36.0,86.0,1.0,6655.15,Normal,Debit,ATM,Doctor
372.41,Austin,55.0,143.0,1.0,3233.87,Normal,Debit,ATM,Retired
63.170000000000016,Jacksonville,20.0,148.0,1.0,1676.5699999999997,Normal,Debit,ATM,Student
383.69,Jacksonville,54.0,285.0,1.0,8371.11,Normal,Debit,Online,Engineer
247.17,Jacksonville,65.0,149.0,1.0,2611.64,Normal,Credit,Branch,Retired
48.78,Atlanta,18.0,136.0,1.0,552.0599999999995,Normal,Credit,Branch,Student
4.149999999999977,Omaha,60.0,119.0,1.0,6017.36,Normal,Credit,Branch,Retired
60.99000000000001,Charlotte,34.0,58.0,1.0,7281.46,Normal,Debit,Branch,Engineer
408.19,Atlanta,26.0,241.0,1.0,6847.47,Normal,Debit,Branch,Engineer
524.6,El Paso,58.0,76.0,1.0,13017.7,Normal,Debit,Branch,Doctor
108.95999999999998,Milwaukee,26.0,247.0,1.0,7597.66,Normal,Debit,ATM,Student
70.03,Milwaukee,63.0,49.0,1.0,7330.31,Normal,Debit,Branch,Retired
124.84,Louisville,52.0,79.0,1.0,6711.78,Normal,Debit,Online,Retired
324.04,Milwaukee,54.0,30.0,1.0,2248.06,Normal,Debit,ATM,Retired
39.69,Austin,70.0,163.0,1.0,3524.68,Normal,Debit,Online,Retired
157.7,Omaha,58.0,46.0,1.0,8332.58,Normal,Credit,Branch,Engineer
81.26999999999998,Atlanta,22.0,68.0,1.0,1814.48,Normal,Credit,Online,Student
193.82,Atlanta,37.0,176.0,1.0,3886.77,Normal,Debit,Branch,Engineer
16.730000000000018,Omaha,79.0,165.0,1.0,7591.13,Normal,Debit,Online,Retired
474.05,Austin,57.0,214.0,1.0,1484.31,Normal,Debit,ATM,Retired
39.20999999999998,Miami,66.0,245.0,4.0,9385.57,Suspicious,Debit,ATM,Doctor
637.75,Dallas,79.0,152.0,1.0,4202.92,Normal,Debit,Branch,Retired
153.59,Portland,66.0,174.0,1.0,4813.12,Normal,Credit,Branch,Retired
186.6,Tucson,18.0,139.0,1.0,9716.68,Normal,Debit,Branch,Student
644.08,Atlanta,24.0,55.0,1.0,1980.62,Normal,Debit,Online,Student
226.66,Austin,41.0,168.0,1.0,10216.25,Normal,Debit,Branch,Doctor
305.0,Milwaukee,22.0,222.0,1.0,944.8299999999999,Normal,Debit,ATM,Student
233.1,Milwaukee,42.0,37.0,1.0,7469.2,Normal,Credit,Branch,Doctor
793.13,Houston,68.0,76.0,1.0,13389.16,Normal,Debit,Online,Doctor
224.19,Houston,52.0,93.0,1.0,8475.47,Normal,Debit,ATM,Doctor
214.83,Tucson,23.0,63.0,1.0,991.6900000000005,Normal,Credit,ATM,Student
163.46,Louisville,63.0,111.0,1.0,6953.8,Normal,Credit,Branch,Retired
194.99,Jacksonville,34.0,91.0,1.0,1370.0299999999997,Normal,Debit,Branch,Engineer
23.399999999999977,El Paso,46.0,175.0,4.0,14851.28,Fraud,Debit,ATM,Doctor
227.5,Sacramento,34.0,277.0,1.0,11505.35,Normal,Debit,Online,Doctor
259.9,Charlotte,26.0,100.0,1.0,914.2799999999997,Normal,Debit,Online,Student
59.50999999999999,Dallas,36.0,55.0,1.0,9955.88,Normal,Credit,Online,Doctor
50.629999999999995,Columbus,64.0,143.0,1.0,4732.81,Normal,Debit,Online,Retired
1074.95,Jacksonville,20.0,91.0,1.0,530.8599999999997,Normal,Debit,Branch,Student
112.93999999999997,Austin,73.0,31.0,1.0,3807.84,Normal,Credit,Online,Retired
11.810000000000002,Milwaukee,21.0,131.0,1.0,320.25,Normal,Debit,ATM,Student
329.14,Sacramento,55.0,14.0,1.0,12033.92,Normal,Debit,Branch,Doctor
154.24,Atlanta,61.0,82.0,1.0,6109.55,Normal,Debit,ATM,Retired
233.44,Jacksonville,20.0,297.0,1.0,1691.88,Normal,Debit,Online,Student
141.8,Jacksonville,18.0,116.0,1.0,1697.67,Normal,Debit,ATM,Student
209.03,Houston,55.0,126.0,1.0,8359.5,Normal,Debit,Branch,Engineer
1137.63,Louisville,26.0,144.0,1.0,1629.12,Normal,Debit,ATM,Student
261.14,Austin,42.0,162.0,1.0,6100.08,Normal,Debit,ATM,Engineer
101.81,Fort Worth,45.0,105.0,1.0,13872.03,Normal,Debit,ATM,Doctor
98.70999999999998,Fort Worth,32.0,117.0,1.0,10095.23,Normal,Debit,ATM,Doctor
87.38,Atlanta,21.0,252.0,1.0,1504.9899999999998,Normal,Debit,Branch,Student
83.38999999999999,Omaha,32.0,158.0,1.0,13182.11,Normal,Debit,Branch,Doctor
267.55,Charlotte,46.0,40.000000000000014,1.0,4330.04,Normal,Debit,Online,Engineer
870.05,El Paso,29.0,39.0,1.0,905.25,Normal,Debit,ATM,Doctor
154.32,Tucson,38.0,269.0,1.0,6972.5,Normal,Credit,ATM,Engineer
164.51,Louisville,78.0,110.0,1.0,3553.69,Normal,Debit,Branch,Retired
758.12,San Francisco,69.0,90.0,1.0,6164.65,Normal,Debit,ATM,Retired
103.75999999999999,Atlanta,28.0,188.0,1.0,9626.14,Normal,Debit,Online,Engineer
583.92,Atlanta,55.0,139.0,1.0,6364.14,Normal,Debit,Online,Engineer
204.06,Washington,77.0,159.0,1.0,4351.83,Normal,Debit,Online,Retired
53.50999999999999,New York,56.0,165.0,1.0,5773.5,Normal,Debit,Online,Retired
1108.4599999999998,Los Angeles,30.0,262.0,1.0,9257.04,Normal,Debit,Branch,Engineer
52.94999999999999,Charlotte,68.0,14.0,1.0,6335.58,Normal,Credit,Online,Retired
120.17000000000002,Portland,49.0,105.0,1.0,5403.79,Normal,Debit,ATM,Doctor
220.8,New York,31.0,28.0,1.0,8135.31,Normal,Debit,Online,Engineer
119.00999999999999,Tucson,45.0,87.0,1.0,9798.26,Normal,Debit,ATM,Doctor
183.32,Austin,21.0,74.0,1.0,137.42000000000007,Normal,Debit,ATM,Student
858.8800000000001,Jacksonville,60.0,227.0,1.0,7015.46,Normal,Debit,Online,Engineer
11.45999999999998,San Francisco,41.0,128.0,1.0,2356.71,Normal,Credit,Online,Engineer
61.370000000000005,Columbus,75.0,164.0,1.0,4294.44,Normal,Debit,Branch,Retired
103.07999999999998,Milwaukee,49.0,150.0,1.0,9251.38,Normal,Credit,Branch,Engineer
1.2099999999999795,Atlanta,55.0,196.0,1.0,7542.74,Normal,Debit,Branch,Retired
425.18,Jacksonville,26.0,172.0,1.0,9880.71,Normal,Credit,Online,Engineer
60.96000000000001,Jacksonville,52.0,238.0,1.0,6189.24,Normal,Debit,ATM,Retired
64.20999999999998,Omaha,51.0,37.0,1.0,12540.18,Normal,Debit,ATM,Doctor
523.02,Jacksonville,53.0,83.0,1.0,4586.11,Normal,Debit,Online,Retired
50.25999999999999,Milwaukee,65.0,164.0,1.0,1519.38,Normal,Debit,Branch,Retired
110.07999999999996,Houston,19.0,95.0,1.0,1447.2600000000002,Normal,Debit,Branch,Student
54.47,Tucson,23.0,34.0,1.0,1131.4199999999996,Normal,Credit,Branch,Student
79.75999999999999,Atlanta,68.0,115.0,1.0,10278.75,Normal,Debit,Online,Doctor
16.79000000000002,Houston,30.0,146.0,1.0,535.1499999999996,Normal,Credit,Online,Doctor
1531.31,Austin,18.0,62.0,4.0,859.8599999999997,Fraud,Debit,Online,Student
68.61999999999998,Omaha,29.0,157.0,1.0,13891.47,Normal,Debit,Branch,Doctor
157.16,New York,20.0,280.0,1.0,1545.77,Normal,Debit,Branch,Student
643.3800000000001,Houston,18.0,105.0,1.0,1046.7399999999993,Normal,Credit,Online,Student
328.34,Austin,42.0,31.0,1.0,2840.45,Normal,Credit,Online,Engineer
72.68,Atlanta,69.0,44.0,1.0,6216.77,Normal,Debit,Online,Retired
354.76,Houston,51.0,279.0,1.0,10141.92,Normal,Debit,Branch,Doctor
793.88,Los Angeles,22.0,252.0,1.0,1404.06,Normal,Credit,ATM,Student
29.21999999999997,Houston,27.0,69.0,1.0,7795.79,Normal,Debit,ATM,Engineer
653.97,Miami,37.0,100.0,1.0,3886.65,Normal,Debit,Online,Engineer
366.43,Portland,21.0,92.0,1.0,1560.4499999999998,Normal,Credit,Online,Student
120.86000000000001,Jacksonville,33.0,162.0,4.0,13566.58,Suspicious,Debit,Online,Doctor
233.74,Atlanta,72.0,142.0,1.0,4749.54,Normal,Debit,Online,Retired
471.8399999999999,Austin,18.0,138.0,1.0,1044.33,Normal,Debit,ATM,Student
213.4,Fort Worth,73.0,100.0,1.0,2012.2399999999998,Normal,Credit,Branch,Retired
254.21,Milwaukee,48.0,46.0,1.0,2487.2,Normal,Debit,ATM,Engineer
577.73,Austin,37.0,63.0,1.0,14977.99,Normal,Debit,ATM,Doctor
170.26,Jacksonville,27.0,265.0,1.0,1969.48,Normal,Debit,ATM,Student
337.73,Austin,78.0,107.0,4.0,7001.2,Suspicious,Debit,Online,Retired
330.61,Milwaukee,64.0,113.0,1.0,2525.25,Normal,Credit,Branch,Retired
132.33,Milwaukee,35.0,47.0,1.0,7457.94,Normal,Credit,ATM,Engineer
672.74,Jacksonville,46.0,118.0,1.0,5386.52,Normal,Credit,Branch,Engineer
74.04000000000002,Houston,18.0,66.0,1.0,1690.23,Normal,Debit,Online,Student
197.18,Tucson,28.0,135.0,1.0,3114.92,Normal,Debit,Online,Engineer
21.149999999999977,Columbus,70.0,180.0,1.0,3466.74,Normal,Debit,Branch,Retired
218.37,Houston,62.0,105.0,1.0,9942.24,Normal,Debit,ATM,Doctor
590.01,Austin,29.0,140.0,3.0,9791.74,Suspicious,Debit,Online,Doctor
697.82,New York,44.0,153.0,1.0,6824.0,Normal,Debit,Online,Engineer
302.76,Sacramento,38.0,88.0,3.0,8583.39,Suspicious,Debit,ATM,Engineer
148.0,Tucson,20.0,35.0,1.0,1488.65,Normal,Debit,Branch,Student
22.25999999999999,Austin,19.0,56.0,1.0,5583.88,Normal,Debit,Branch,Student
0.8600000000000136,Jacksonville,25.0,139.0,1.0,1357.2200000000003,Normal,Debit,ATM,Student
757.1,Atlanta,65.0,203.0,1.0,10553.23,Normal,Debit,Branch,Doctor
38.81,Milwaukee,25.0,145.0,1.0,1619.6,Normal,Credit,Online,Student
76.50999999999999,Atlanta,49.0,120.0,4.0,9475.4,Suspicious,Credit,Online,Engineer
32.45999999999998,Charlotte,31.0,10.0,1.0,8656.18,Normal,Debit,Online,Doctor
1022.75,Austin,62.0,158.0,1.0,207.73999999999978,Normal,Credit,Branch,Doctor
20.639999999999986,Charlotte,22.0,59.0,1.0,949.3800000000001,Normal,Debit,Branch,Student
662.11,Atlanta,23.0,219.0,1.0,1996.38,Normal,Debit,Branch,Student
288.77,Los Angeles,55.0,110.0,1.0,8836.51,Normal,Debit,ATM,Engineer
35.05000000000001,Atlanta,30.0,105.0,1.0,14330.47,Normal,Debit,Branch,Doctor
214.73,Los Angeles,46.0,26.0,1.0,5368.42,Normal,Credit,ATM,Doctor
25.379999999999995,Louisville,57.0,66.0,1.0,8616.05,Normal,Debit,Branch,Engineer
